dataset,lossfunction,recall,acc,f1_macro,f1_micro,auroc,avg_training_time,acc_class_0,f1_class_0,auc_class_0,acc_class_1,f1_class_1,auc_class_1,acc_class_2,f1_class_2,auc_class_2,acc_class_3,f1_class_3,auc_class_3,acc_class_4,f1_class_4,auc_class_4,acc_class_5,f1_class_5,auc_class_5
CiteSeer,CEL,0.7297858602416613,0.762,0.7321327509273763,0.762,0.9126262068748474,0.14553939580917358,41.55844155844156,0.463768115942029,0.7994048205315811,75.82417582417582,0.7320954907161803,0.9197990273784894,74.58563535911603,0.7277628032345014,0.9129952306747886,78.78787878787878,0.8035320088300222,0.9377726737934802,84.61538461538461,0.819484240687679,0.9548629654155897,82.5,0.8461538461538461,0.9509226190476192
CiteSeer,WCEL,0.7278048818183752,0.76,0.7300881123755435,0.76,0.9144815802574158,0.14683324098587036,40.25974025974026,0.4806201550387597,0.8047797273149385,75.82417582417582,0.7095115681233933,0.9208267282839411,74.58563535911603,0.7317073170731707,0.9104351756285457,77.05627705627705,0.8165137614678899,0.936922635232128,85.20710059171597,0.8275862068965518,0.9561019374959947,83.75,0.8145896656534956,0.9578236607142857
CiteSeer,WCEL,0.7248342577111702,0.758,0.7270001091476436,0.7579999999999999,0.9186139702796936,0.14536574602127075,40.25974025974026,0.46616541353383456,0.823943661971831,75.27472527472527,0.7210526315789473,0.9251726268841183,75.13812154696133,0.7371273712737128,0.9085260963714004,78.78787878787878,0.8088888888888889,0.9435259149173323,81.06508875739645,0.8130563798219584,0.9551549071126966,84.375,0.8157099697885197,0.9553608630952382
CiteSeer,WCEL,0.7290538422537466,0.762,0.7307733632865832,0.762,0.9163720011711121,0.14511751651763916,40.25974025974026,0.46616541353383456,0.8076712020373993,74.17582417582418,0.7142857142857142,0.9203464628281254,76.24309392265194,0.739946380697051,0.9166683531324415,78.35497835497836,0.817155756207675,0.9394446039439539,84.02366863905326,0.813753581661891,0.9584018684268616,84.375,0.8333333333333331,0.9556994047619048
CiteSeer,WCEL,0.6157127332222955,0.655,0.5616575388211088,0.655,0.887396514415741,0.14564242601394653,42.857142857142854,0.3529411764705882,0.7780318273276018,79.12087912087912,0.6651270207852193,0.9111340981756628,75.69060773480663,0.7425474254742547,0.9024143444032946,81.81818181818181,0.7809917355371901,0.9288894893576298,89.94082840236686,0.8283378746594006,0.9586297253611888,0.0,0.0,0.845279017857143
CiteSeer,WCEL,0.6221270983290214,0.631,0.5610855544697271,0.631,0.8649422526359558,0.14638714075088502,57.142857142857146,0.4170616113744075,0.7991023061445596,79.12087912087912,0.5950413223140496,0.8574988581101051,0.0,0.0,0.7635507525010288,78.35497835497836,0.802660753880266,0.9109514239553251,90.53254437869822,0.7948051948051947,0.9532110026417163,68.125,0.7569444444444445,0.9053385416666666
CiteSeer,WCEL,0.6060466509985739,0.633,0.5532029767990826,0.633,0.8740803599357605,0.14580999374389647,40.25974025974026,0.36686390532544383,0.7814016968946547,79.67032967032966,0.6157112526539279,0.8840310056691474,0.0,0.0,0.7798824870648075,83.98268398268398,0.7533980582524272,0.9315578223250527,82.84023668639053,0.8022922636103151,0.9423450750859804,76.875,0.780952380952381,0.9252641369047621
CiteSeer,WCEL,0.4820845679324217,0.475,0.38858896661845194,0.47500000000000003,0.8163245320320129,0.14550620794296265,38.96103896103896,0.3448275862068966,0.6816071252690972,91.20879120879121,0.49478390461997024,0.8886287917461512,77.90055248618785,0.6650943396226415,0.8779909470517206,1.2987012987012987,0.025641025641025647,0.7452276808583701,79.88165680473372,0.801186943620178,0.9223755509509466,0.0,0.0,0.7821168154761905
CiteSeer,WCEL,0.7265588194800903,0.762,0.7300247429313567,0.762,0.9178434014320374,0.14504290342330933,38.96103896103896,0.47619047619047616,0.8199265523209186,74.17582417582418,0.7161803713527852,0.9258577608210861,73.48066298342542,0.7388888888888888,0.9184492609906973,80.95238095238095,0.8148148148148149,0.9382399135325012,84.61538461538461,0.819484240687679,0.9506582929243301,83.75,0.8145896656534956,0.9539285714285715
CiteSeer,WCEL,0.7236103292042518,0.753,0.7249507592485717,0.753,0.9199883937835693,0.14503702640533447,42.857142857142854,0.4852941176470588,0.8397447622799735,68.13186813186813,0.6985915492957746,0.9116210806308604,79.00552486187846,0.7204030226700253,0.923883053717308,77.05627705627705,0.8090909090909091,0.9365454658042436,84.61538461538461,0.8289855072463768,0.9581099267297545,82.5,0.8073394495412844,0.9500260416666667
CiteSeer,WCEL,0.7340516428900937,0.766,0.7351059950754492,0.766,0.9180121421813965,0.14571362733840942,41.55844155844156,0.46715328467153283,0.8139395815452154,78.57142857142857,0.7371134020618556,0.9272515381928585,75.13812154696133,0.7452054794520546,0.91619276978393,77.4891774891775,0.8136363636363636,0.939754220638486,85.79881656804734,0.8262108262108262,0.956596814275237,81.875,0.8213166144200627,0.9543377976190477
CiteSeer,WCEL,0.7284960236498166,0.764,0.7306173211993787,0.764,0.9198718667030334,0.14521266937255858,37.66233766233766,0.46031746031746035,0.8211788211788211,76.37362637362638,0.7220779220779221,0.923607566028104,75.69060773480663,0.7506849315068492,0.9162703472095737,77.92207792207792,0.8144796380090498,0.9389942523882706,87.57396449704142,0.8199445983379501,0.96028880866426,81.875,0.8161993769470405,0.9588913690476191
CiteSeer,WCEL,0.731743277824079,0.764,0.7344692015433884,0.764,0.9196859002113342,0.14539180994033812,41.55844155844156,0.4923076923076923,0.8269195593139255,76.37362637362638,0.7239583333333333,0.9212566162443911,74.58563535911603,0.733695652173913,0.9127456337401089,78.78787878787878,0.8216704288939053,0.9438270875201954,84.61538461538461,0.8242074927953891,0.9551264249959057,83.125,0.8109756097560975,0.9582403273809523
CiteSeer,WCEL,0.7252927529157343,0.756,0.7253554881455097,0.756,0.9180074334144592,0.14573840618133546,41.55844155844156,0.4571428571428572,0.8223888787269069,73.07692307692308,0.7074468085106383,0.9204102743222545,76.24309392265194,0.739946380697051,0.9168842207516242,76.62337662337663,0.8100686498855835,0.9406042591998378,85.79881656804734,0.8238636363636365,0.9534673416928346,81.875,0.8136645962732918,0.9542894345238094
CiteSeer,WCEL,0.7381767524749888,0.776,0.7424682229584532,0.776,0.9113044738769531,0.1452468991279602,37.66233766233766,0.4915254237288135,0.8115968538503749,76.37362637362638,0.7202072538860105,0.9060526881431527,72.92817679558011,0.75,0.9182097828506668,82.25108225108225,0.8501118568232662,0.9447334200260079,89.94082840236686,0.8106666666666668,0.9511211273221826,83.75,0.8322981366459627,0.9361123511904761
CiteSeer,WCEL,0.611414840501379,0.646,0.5535354978563835,0.646,0.8686302304267883,0.14513431787490844,31.16883116883117,0.34532374100719426,0.743545187207159,85.71428571428571,0.6582278481012658,0.9078595609769203,0.0,0.0,0.7486761243667321,82.68398268398268,0.7748478701825559,0.9238117755673023,81.65680473372781,0.7688022284122562,0.9386922436075449,85.625,0.7740112994350283,0.9491964285714285
CiteSeer,WCEL,0.44829621301279815,0.489,0.39794850061905845,0.489,0.7987325191497803,0.14568241596221923,31.16883116883117,0.34782608695652173,0.6875589199532862,97.8021978021978,0.4850136239782016,0.9171323786238211,9.392265193370166,0.1708542713567839,0.6673682364290099,85.71428571428571,0.7542857142857142,0.9108585389469654,1.7751479289940828,0.03488372093023256,0.7402359743376127,43.125,0.5948275862068966,0.8692410714285715
CiteSeer,WCEL,0.5295095396056935,0.532,0.41131522592802855,0.532,0.8582517504692078,0.14516535758972168,55.84415584415584,0.38738738738738737,0.8108862968017897,0.0,0.0,0.7502888309734276,0.0,0.0,0.788962418796673,87.44588744588745,0.7227191413237924,0.9293060645466368,88.16568047337279,0.768041237113402,0.943203098854307,86.25,0.5897435897435896,0.9268638392857144
CiteSeer,WCEL,0.7254696903004914,0.761,0.7271491032659235,0.761,0.9176669716835022,0.145084445476532,38.96103896103896,0.45454545454545453,0.8168873380140986,74.72527472527473,0.7272727272727272,0.9249274564066741,74.58563535911603,0.7458563535911603,0.9182030369875673,80.51948051948052,0.8193832599118943,0.9358811972596107,84.61538461538461,0.819484240687679,0.9593773809269505,81.875,0.7963525835866261,0.9507254464285715
CiteSeer,WCEL,0.7252094519731579,0.759,0.727095510746771,0.7590000000000001,0.9174065589904785,0.14529776334762573,40.25974025974026,0.46616541353383456,0.8123847983002912,75.27472527472527,0.7210526315789473,0.9254379483597087,71.8232044198895,0.7344632768361583,0.9131200291421286,80.51948051948052,0.8175824175824177,0.9439481195007853,82.24852071005917,0.7965616045845273,0.9501918982618788,85.0,0.8267477203647416,0.9593563988095237
CiteSeer,WCEL,0.7353603192505659,0.767,0.7368736583468157,0.767,0.9198970794677734,0.14477492094039918,41.55844155844156,0.47761194029850745,0.8279396659678349,75.82417582417582,0.7263157894736841,0.9219484671807411,76.79558011049724,0.7433155080213903,0.9160578525219408,77.4891774891775,0.815489749430524,0.9409757992332766,85.79881656804734,0.8262108262108262,0.9569065572953382,83.75,0.8322981366459627,0.9555543154761904
CiteSeer,WCEL,0.7195201419914552,0.756,0.7202446434322853,0.756,0.9178867936134338,0.14601449966430663,36.36363636363637,0.42424242424242425,0.810316444119261,74.17582417582418,0.706806282722513,0.9238292270077111,72.92817679558011,0.7374301675977653,0.9174137710049313,79.22077922077922,0.8151447661469934,0.9449754839871876,84.02366863905326,0.8160919540229885,0.9572483426968292,85.0,0.8217522658610271,0.9535379464285716
CiteSeer,WCEL,0.7327088350569012,0.768,0.7357208973023357,0.768,0.91852205991745,0.14510727882385255,38.96103896103896,0.47619047619047616,0.8153395899874774,75.82417582417582,0.7187499999999999,0.9231474515704343,75.13812154696133,0.7431693989071039,0.9160207502748938,80.08658008658008,0.8295964125560538,0.9445729822842956,84.61538461538461,0.8148148148148148,0.9561660222587743,85.0,0.8318042813455658,0.9558854166666668
CiteSeer,WCEL,0.6228669300784685,0.648,0.5625177819121504,0.648,0.8947184681892395,0.14543987751007081,38.96103896103896,0.37974683544303794,0.7860308705379128,75.27472527472527,0.6241457858769932,0.9064254816088556,0.0,0.0,0.8366590438413642,81.38528138528139,0.7626774847870181,0.9315043430778153,89.3491124260355,0.8388888888888888,0.9564223613098927,88.75,0.7696476964769647,0.9512686011904764
CiteSeer,WCEL,0.7258651221517775,0.758,0.7275885214592641,0.7579999999999999,0.9195460677146912,0.14470429897308348,41.55844155844156,0.47058823529411764,0.815388836515597,72.52747252747253,0.7154471544715448,0.9216596362073135,73.48066298342542,0.7247956403269755,0.9200750139976659,79.65367965367966,0.8087912087912088,0.942197377828067,85.79881656804734,0.8285714285714285,0.9598900590291871,82.5,0.8173374613003095,0.9580654761904763
CiteSeer,WCEL,0.7172393978147272,0.754,0.7177881078192961,0.754,0.9133880138397217,0.14491407871246337,36.36363636363637,0.4210526315789474,0.8199546931941298,73.62637362637362,0.7108753315649868,0.9133305569735888,70.7182320441989,0.7170868347338935,0.9027347729005187,80.08658008658008,0.8167770419426049,0.9347947241315252,85.79881656804734,0.8238636363636365,0.9584303505436524,83.75,0.8170731707317073,0.9510825892857143
CiteSeer,WCEL,0.7343876996474744,0.768,0.735437663372807,0.768,0.9113449454307556,0.1449959683418274,38.96103896103896,0.45454545454545453,0.7923977431019684,78.02197802197803,0.7208121827411167,0.9168603401488484,72.92817679558011,0.7333333333333333,0.9153158075810008,77.4891774891775,0.8192219679633866,0.9359684528735245,86.98224852071006,0.8328611898016997,0.9600680722591304,86.25,0.8518518518518519,0.9474590773809524
CiteSeer,WCEL,0.7308646614399908,0.763,0.7316049427536152,0.763,0.9204221367835999,0.1497797417640686,41.55844155844156,0.46715328467153283,0.8261597557372207,77.47252747252747,0.7324675324675325,0.9199669523630405,70.7182320441989,0.7314285714285715,0.9134843057494992,79.22077922077922,0.8151447661469934,0.9463237239570139,85.79881656804734,0.8238636363636365,0.9595518338922949,83.75,0.819571865443425,0.957046130952381
CiteSeer,WCEL,0.5433867582693549,0.53,0.42470007552993044,0.53,0.8200916647911072,0.19930095195770264,79.22077922077922,0.3104325699745547,0.8122792700257488,0.0,0.0,0.6306053359843091,76.24309392265194,0.7688022284122563,0.9255222984504752,81.81818181818181,0.7991543340380549,0.9385270126492493,0.0,0.0,0.6830688056736376,88.75,0.6698113207547169,0.930546875
CiteSeer,WCEL,0.6445607772663658,0.661,0.5866654820970484,0.661,0.891322672367096,0.1864478135108948,49.35064935064935,0.36190476190476184,0.8021626261062881,4.395604395604396,0.08421052631578947,0.8548993793492572,77.34806629834254,0.7567567567567568,0.9166110132960961,81.81818181818181,0.785862785862786,0.9123841048418422,87.57396449704142,0.7381546134663342,0.9368195444285418,86.25,0.7931034482758621,0.9250595238095238
CiteSeer,WCEL,0.719582573509741,0.756,0.7198563275651914,0.756,0.9120884537696838,0.18329420566558838,36.36363636363637,0.4148148148148148,0.7881977177751825,73.07692307692308,0.7,0.9195572154007362,71.8232044198895,0.7202216066481995,0.9112885273106268,79.65367965367966,0.8214285714285714,0.930612084058118,85.20710059171597,0.8323699421965319,0.965326583071654,85.625,0.8303030303030303,0.957548363095238
CiteSeer,WCEL,0.7246621972198364,0.762,0.7270721156916916,0.762,0.9185285568237305,0.18070563316345215,36.36363636363637,0.44094488188976383,0.8208974124467082,76.37362637362638,0.718346253229974,0.923631075525941,75.69060773480663,0.7405405405405405,0.9153225534441004,79.22077922077922,0.820627802690583,0.9407759557304421,84.02366863905326,0.8184438040345822,0.9539372966198848,83.125,0.8235294117647058,0.956607142857143
CiteSeer,WCEL,0.7229942974577485,0.756,0.7237479577715389,0.756,0.9190895557403564,0.18280740022659303,40.25974025974026,0.45255474452554745,0.8237114997678379,70.87912087912088,0.7049180327868853,0.9193355544211289,75.13812154696133,0.7351351351351352,0.9187460789670734,79.22077922077922,0.8133333333333332,0.9414430389722976,85.79881656804734,0.8192090395480226,0.9566359771858244,82.5,0.8173374613003095,0.9546651785714286
CiteSeer,WCEL,0.7410762439914055,0.776,0.7458805045397859,0.776,0.9204359650611877,0.18298831462860107,40.25974025974026,0.5123966942148761,0.8325125578646706,74.17582417582418,0.7277628032345014,0.9191071764421397,77.90055248618785,0.7540106951871658,0.9135450185173942,80.95238095238095,0.8274336283185841,0.9386987091798535,86.98224852071006,0.8305084745762711,0.9624392084819744,84.375,0.8231707317073171,0.9563132440476191
CiteSeer,WCEL,0.7310863432383833,0.762,0.7331811269276728,0.762,0.9193328022956848,0.18033811569213867,41.55844155844156,0.48484848484848486,0.8244361272530287,75.82417582417582,0.7150259067357514,0.9249274564066738,73.48066298342542,0.7247956403269755,0.9169280688617705,77.05627705627705,0.8072562358276644,0.9384172394575516,86.98224852071006,0.84,0.9611503926971852,83.75,0.8271604938271605,0.9501376488095239
CiteSeer,WCEL,0.721314064235335,0.755,0.7227816790922557,0.755,0.9168650507926941,0.17321393728256226,38.96103896103896,0.46153846153846156,0.8179215151046137,73.62637362637362,0.7184986595174263,0.9180190225422498,73.48066298342542,0.7228260869565217,0.9149076828634839,78.35497835497836,0.811659192825112,0.9431403013977786,84.61538461538461,0.8125,0.9502631035538562,83.75,0.8096676737160121,0.9569382440476191
CiteSeer,WCEL,0.5084220266912575,0.476,0.4188521719744131,0.476,0.7964584827423096,0.1785191559791565,48.05194805194805,0.4484848484848485,0.7401964232950149,89.56043956043956,0.43817204301075274,0.8384595233617238,0.0,0.0,0.6141501224374153,0.0,0.0,0.700823017468011,89.94082840236686,0.8106666666666668,0.9440468815642378,77.5,0.8157894736842106,0.9410751488095237
CiteSeer,WCEL,0.368735544010459,0.34,0.2529245943262125,0.34,0.7538962960243225,0.170346040725708,31.16883116883117,0.2962962962962963,0.7500035176091513,1.098901098901099,0.02173913043478261,0.6794278459926383,1.1049723756906078,0.02185792349726776,0.4922692408880255,5.194805194805195,0.09876543209876544,0.7525881140965667,85.79881656804734,0.6971153846153846,0.9248072116719714,96.875,0.3817733990147783,0.924281994047619
CiteSeer,WCEL,0.7317375840856504,0.764,0.7334724240125589,0.764,0.9165895581245422,0.1739986515045166,41.55844155844156,0.46715328467153283,0.8013113646916465,73.07692307692308,0.7018469656992085,0.9227880921034954,75.13812154696133,0.7411444141689373,0.9157880179979627,79.65367965367966,0.8195991091314032,0.9408350643721255,84.61538461538461,0.8289855072463768,0.9619550124965286,85.0,0.8421052631578947,0.956860119047619
CiteSeer,WCEL,0.734620662191848,0.767,0.736773117141535,0.767,0.9204062819480896,0.17331815242767334,41.55844155844156,0.48854961832061067,0.8269477001871369,74.17582417582418,0.7161803713527852,0.9213775222332679,74.58563535911603,0.7458563535911603,0.9174272627311302,79.65367965367966,0.8195991091314032,0.9424394417892468,85.79881656804734,0.8262108262108262,0.9600680722591304,85.0,0.8242424242424243,0.9541778273809525
CiteSeer,WCEL,0.7365135136384605,0.772,0.7386635186569666,0.772,0.9188354015350342,0.18393229722976684,40.25974025974026,0.46969696969696967,0.8027043379156056,75.27472527472527,0.7210526315789473,0.9289207125392943,75.69060773480663,0.7548209366391185,0.9213567279865622,82.25108225108225,0.8425720620842572,0.9465629732209706,83.4319526627219,0.8245614035087718,0.959996866967153,85.0,0.8192771084337349,0.9534709821428573
CiteSeer,WCEL,0.733740988081192,0.765,0.7374625813061767,0.765,0.9195216298103333,0.17849562406539918,41.55844155844156,0.5039370078740157,0.8249215573159234,75.82417582417582,0.7206266318537858,0.9231407345710523,77.34806629834254,0.7387862796833774,0.9185841782526865,76.62337662337663,0.8063781321184511,0.9359768969651935,86.3905325443787,0.8248587570621468,0.9579995585271898,82.5,0.8301886792452831,0.9565066964285716
CiteSeer,WCEL,0.45206260262969783,0.494,0.41059325547768716,0.494,0.8026625514030457,0.17356072425842284,7.792207792207792,0.14285714285714285,0.6663688424251805,67.03296703296704,0.6559139784946236,0.8837052311991188,2.7624309392265194,0.053475935828877004,0.6517414445591241,68.83116883116882,0.775609756097561,0.9190830842326292,25.443786982248522,0.40186915887850466,0.7304523672199317,99.375,0.43383356070941337,0.964624255952381
CiteSeer,WCEL,0.7314065091835492,0.766,0.7324549841527724,0.766,0.9162075519561768,0.1808960485458374,38.96103896103896,0.44776119402985076,0.8088742243671821,75.82417582417582,0.7187499999999999,0.9198359708750906,73.48066298342542,0.7348066298342542,0.9151741444559124,79.22077922077922,0.8224719101123595,0.9410067609027297,86.98224852071006,0.8376068376068375,0.9584517121312456,84.375,0.8333333333333331,0.9539025297619048
CiteSeer,WCEL,0.7312736086044097,0.763,0.7325146797481469,0.763,0.9177629351615906,0.17175808906555176,41.55844155844156,0.47761194029850745,0.813475257137229,75.27472527472527,0.7229551451187334,0.9229694510868104,74.58563535911603,0.7377049180327868,0.9161151923582863,78.35497835497836,0.8190045248868778,0.9396979266940255,84.61538461538461,0.8171428571428571,0.9563511560179153,84.375,0.8206686930091186,0.9579687499999998
CiteSeer,WCEL,0.7377062105387647,0.768,0.741074966272074,0.768,0.9206727147102356,0.17642580032348631,42.857142857142854,0.515625,0.8229165200996187,75.27472527472527,0.7210526315789473,0.9241415674789758,76.79558011049724,0.7473118279569892,0.9128839239336476,77.4891774891775,0.8081264108352145,0.9425914354392899,85.20710059171597,0.8275862068965518,0.961264321164349,85.0,0.8267477203647416,0.9602380952380952
CiteSeer,WCEL,0.7311331198137934,0.761,0.7337741633762188,0.761,0.9051065444946289,0.18216129064559936,42.857142857142854,0.49624060150375937,0.7594729214447525,76.37362637362638,0.7220779220779221,0.9117319111206642,76.24309392265194,0.7113402061855671,0.9145501521192128,76.19047619047619,0.822429906542056,0.9357263889123448,86.3905325443787,0.836676217765043,0.9603778152792315,80.625,0.8138801261829655,0.9487797619047619
CiteSeer,WCEL,0.7260309879771737,0.761,0.7278293563412336,0.761,0.9180994033813477,0.17295066118240357,37.66233766233766,0.453125,0.816831056267676,75.27472527472527,0.7116883116883117,0.9230097530831027,74.58563535911603,0.7377049180327868,0.9159263081915016,77.92207792207792,0.8144796380090498,0.9405620387414927,85.79881656804734,0.8192090395480226,0.9556675852149331,84.375,0.8307692307692308,0.9565997023809524
CiteSeer,WCEL,0.7264400977440183,0.759,0.7287592918736342,0.7590000000000001,0.9180592894554138,0.18798279047012328,40.25974025974026,0.4732824427480916,0.8206863558976235,74.72527472527473,0.7157894736842105,0.9243330019613638,74.03314917127072,0.7302452316076294,0.9158925788760043,77.92207792207792,0.8053691275167787,0.939762664730155,85.79881656804734,0.8192090395480226,0.9534103774592527,83.125,0.8286604361370717,0.9542708333333333
CiteSeer,WCEL,0.7294714663140609,0.764,0.7317373090884806,0.764,0.9144103527069092,0.19964053392410278,38.96103896103896,0.46511627906976744,0.8126943479056156,76.37362637362638,0.7146529562982005,0.9212196727477899,71.2707182320442,0.7392550143266475,0.905955922530508,79.65367965367966,0.8123620309050772,0.9372857311738976,85.79881656804734,0.8262108262108262,0.957148655288061,85.625,0.8328267477203647,0.9521577380952382
CiteSeer,WCEL,0.7267292996468516,0.76,0.7288057611174841,0.76,0.9183384776115417,0.1863632345199585,38.96103896103896,0.46875,0.8122651995891432,76.37362637362638,0.718346253229974,0.9228586205970069,71.8232044198895,0.7242339832869081,0.9158521036974077,77.4891774891775,0.8026905829596411,0.937767044399034,86.3905325443787,0.8295454545454545,0.9605807503613669,85.0,0.8292682926829269,0.9607068452380954
